date,year,month,day,day of week,weekend,Time,Hour,type,sandwiches,hamburger,frenchfries
2016/7/26,2016,7,26,3,0,21:10,21,0,2,1,2
2016/2/16,2016,2,16,3,0,19:34,19,0,3,0,0
2016/12/9,2016,12,9,6,1,20:49,20,0,6,1,0
2016/11/26,2016,11,26,7,1,16:45,16,2,3,2,2
2016/2/23,2016,2,23,3,0,21:19,21,2,3,2,1
2016/6/3,2016,6,3,6,1,12:15,12,0,2,0,0
2016/5/9,2016,5,9,2,0,11:53,11,0,3,2,1
2016/8/20,2016,8,20,7,1,15:38,15,1,5,1,0
2016/7/24,2016,7,24,1,0,13:20,13,0,3,2,2
2016/2/28,2016,2,28,1,0,13:44,13,2,3,1,0
2016/9/3,2016,9,3,7,1,18:04,18,1,7,2,2
2016/10/2,2016,10,2,1,0,20:38,20,2,5,1,2
2016/8/8,2016,8,8,2,0,15:20,15,2,4,2,0
2016/12/17,2016,12,17,7,1,17:20,17,0,2,1,0
2016/10/1,2016,10,1,7,1,14:25,14,0,5,2,2
2016/4/5,2016,4,5,3,0,15:29,15,2,4,2,0
2016/12/2,2016,12,2,6,1,11:55,11,0,6,0,2
2016/4/17,2016,4,17,1,0,16:22,16,2,5,2,1
2016/6/24,2016,6,24,6,1,18:52,18,2,3,1,0
2016/1/2,2016,1,2,7,1,11:08,11,1,3,2,1
2016/5/12,2016,5,12,5,0,21:29,21,1,2,2,0
2016/7/28,2016,7,28,5,0,13:29,13,2,5,0,2
2016/10/20,2016,10,20,5,0,15:24,15,2,5,2,1
2016/11/4,2016,11,4,6,1,20:40,20,2,7,2,0
2016/3/26,2016,3,26,7,1,17:50,17,1,2,1,2
2016/4/15,2016,4,15,6,1,11:26,11,1,6,1,1
2016/3/23,2016,3,23,4,0,12:38,12,0,5,1,2
2016/1/5,2016,1,5,3,0,20:14,20,2,2,0,0
2016/6/23,2016,6,23,5,0,15:00,15,1,4,2,2
2016/9/6,2016,9,6,3,0,21:32,21,1,6,2,2
2016/12/10,2016,12,10,7,1,14:49,14,0,6,0,0
2016/7/6,2016,7,6,4,0,19:23,19,2,2,2,2
2016/3/27,2016,3,27,1,0,17:42,17,2,7,2,2
2016/6/12,2016,6,12,1,0,14:48,14,0,3,1,2
2016/12/7,2016,12,7,4,0,16:33,16,2,7,2,2
2016/6/5,2016,6,5,1,0,19:46,19,0,6,1,0
2016/3/13,2016,3,13,1,0,18:38,18,2,7,1,1
2016/8/19,2016,8,19,6,1,14:53,14,0,2,0,0
2016/8/5,2016,8,5,6,1,20:09,20,0,7,0,1
2016/3/17,2016,3,17,5,0,18:33,18,0,2,1,2
2016/7/11,2016,7,11,2,0,11:27,11,2,4,1,0
2016/6/28,2016,6,28,3,0,15:50,15,0,2,2,2
2016/4/14,2016,4,14,5,0,16:10,16,2,4,1,1
2016/9/10,2016,9,10,7,1,12:48,12,2,7,0,2
2016/11/6,2016,11,6,1,0,11:37,11,1,4,0,0
2016/12/25,2016,12,25,1,0,14:31,14,2,3,0,0
2016/10/20,2016,10,20,5,0,16:53,16,2,6,1,1
2016/2/27,2016,2,27,7,1,18:08,18,1,6,0,0
2016/7/25,2016,7,25,2,0,13:26,13,2,3,1,1
2016/1/9,2016,1,9,7,1,12:16,12,0,2,1,2
2016/4/23,2016,4,23,7,1,11:29,11,0,3,1,1
2016/1/13,2016,1,13,4,0,20:08,20,2,5,2,0
2016/1/28,2016,1,28,5,0,14:02,14,2,6,1,2
2016/10/29,2016,10,29,7,1,12:12,12,1,6,2,2
2016/2/9,2016,2,9,3,0,18:50,18,2,4,2,2
2016/10/15,2016,10,15,7,1,12:58,12,0,5,0,2
2016/5/25,2016,5,25,4,0,20:55,20,0,5,0,1
2016/11/14,2016,11,14,2,0,19:56,19,1,6,1,2
2016/5/22,2016,5,22,1,0,18:17,18,1,4,1,2
2016/8/16,2016,8,16,3,0,21:39,21,2,4,2,0
2016/6/6,2016,6,6,2,0,11:50,11,0,6,2,2
2016/9/18,2016,9,18,1,0,20:29,20,0,6,1,1
2016/5/21,2016,5,21,7,1,20:57,20,1,6,1,2
2016/7/19,2016,7,19,3,0,13:00,13,0,3,0,1
2016/4/18,2016,4,18,2,0,15:08,15,2,3,0,0
2016/3/6,2016,3,6,1,0,18:50,18,0,3,1,1
2016/5/2,2016,5,2,2,0,13:07,13,2,3,1,1
2016/5/20,2016,5,20,6,1,13:48,13,1,4,0,1
2016/3/29,2016,3,29,3,0,17:19,17,1,3,2,1
2016/1/29,2016,1,29,6,1,20:54,20,0,4,0,0
2016/12/29,2016,12,29,5,0,18:23,18,1,2,2,2
2016/9/17,2016,9,17,7,1,11:11,11,2,6,1,2
2016/12/23,2016,12,23,6,1,19:45,19,2,3,0,1
2016/9/20,2016,9,20,3,0,19:33,19,1,3,1,1
2016/5/16,2016,5,16,2,0,12:30,12,0,7,0,0
2016/12/21,2016,12,21,4,0,11:48,11,2,7,0,1
2016/12/18,2016,12,18,1,0,19:31,19,2,2,1,1
2016/3/25,2016,3,25,6,1,20:20,20,0,5,0,1
2016/10/1,2016,10,1,7,1,14:58,14,2,4,1,0
2016/11/9,2016,11,9,4,0,21:28,21,1,7,2,2
2016/5/12,2016,5,12,5,0,18:06,18,2,5,1,2
2016/11/2,2016,11,2,4,0,18:50,18,2,5,2,2
2016/3/28,2016,3,28,2,0,17:50,17,0,3,0,2
2016/12/17,2016,12,17,7,1,14:45,14,2,7,0,0
2016/10/21,2016,10,21,6,1,13:11,13,0,5,0,1
2016/3/27,2016,3,27,1,0,15:49,15,0,5,1,1
2016/10/3,2016,10,3,2,0,11:42,11,0,6,0,2
2016/6/23,2016,6,23,5,0,19:25,19,1,3,1,2
2016/12/15,2016,12,15,5,0,15:37,15,0,3,0,1
2016/6/1,2016,6,1,4,0,16:31,16,0,6,0,0
2016/1/26,2016,1,26,3,0,14:58,14,1,4,1,0
2016/10/26,2016,10,26,4,0,19:24,19,1,7,0,0
2016/10/17,2016,10,17,2,0,16:55,16,1,2,0,0
2016/8/20,2016,8,20,7,1,13:02,13,2,4,1,1
2016/7/25,2016,7,25,2,0,15:06,15,0,7,1,2
2016/7/26,2016,7,26,3,0,12:03,12,2,3,0,1
2016/10/14,2016,10,14,6,1,11:14,11,2,4,2,1
2016/1/1,2016,1,1,6,1,17:21,17,1,7,1,0
2016/5/6,2016,5,6,6,1,14:10,14,0,6,2,1
2016/3/10,2016,3,10,5,0,12:54,12,1,2,2,0
2016/7/28,2016,7,28,5,0,20:37,20,2,6,2,2
2016/5/16,2016,5,16,2,0,19:37,19,0,3,1,1
2016/12/5,2016,12,5,2,0,17:20,17,2,4,1,1
2016/6/19,2016,6,19,1,0,18:03,18,1,5,2,1
2016/11/18,2016,11,18,6,1,16:43,16,1,2,0,0
2016/4/28,2016,4,28,5,0,21:09,21,0,6,1,2
2016/8/28,2016,8,28,1,0,12:58,12,1,6,2,2
2016/3/18,2016,3,18,6,1,11:48,11,1,3,2,0
2016/7/7,2016,7,7,5,0,16:15,16,2,4,1,1
2016/3/30,2016,3,30,4,0,16:25,16,1,2,2,2
2016/12/7,2016,12,7,4,0,15:46,15,1,6,2,2
2016/6/20,2016,6,20,2,0,19:04,19,2,4,0,0
2016/9/9,2016,9,9,6,1,21:36,21,0,2,0,0
2016/4/29,2016,4,29,6,1,16:33,16,1,3,1,1
2016/4/9,2016,4,9,7,1,18:17,18,1,7,1,1
2016/7/7,2016,7,7,5,0,21:37,21,2,7,0,2
2016/8/24,2016,8,24,4,0,14:49,14,0,2,0,2
2016/5/13,2016,5,13,6,1,14:35,14,0,4,2,2
2016/11/19,2016,11,19,7,1,20:43,20,0,6,0,0
2016/10/8,2016,10,8,7,1,17:24,17,2,4,0,2
2016/9/21,2016,9,21,4,0,21:19,21,2,2,0,2
2016/12/13,2016,12,13,3,0,13:23,13,1,2,2,2
2016/12/8,2016,12,8,5,0,19:21,19,0,3,2,1
2016/11/17,2016,11,17,5,0,12:08,12,0,5,1,2
2016/11/10,2016,11,10,5,0,17:14,17,0,4,0,1
2016/10/17,2016,10,17,2,0,12:48,12,0,2,0,0
2016/7/22,2016,7,22,6,1,13:05,13,1,5,1,0
2016/10/22,2016,10,22,7,1,11:05,11,1,2,0,0
2016/10/21,2016,10,21,6,1,13:56,13,2,6,1,1
2016/6/6,2016,6,6,2,0,14:36,14,2,3,0,1
2016/12/22,2016,12,22,5,0,16:30,16,2,5,2,1
2016/7/29,2016,7,29,6,1,18:49,18,0,4,1,2
2016/8/10,2016,8,10,4,0,21:21,21,0,3,0,1
2016/3/12,2016,3,12,7,1,14:32,14,0,2,0,2
2016/4/12,2016,4,12,3,0,14:27,14,0,2,1,2
2016/6/1,2016,6,1,4,0,18:47,18,0,6,0,1
2016/9/24,2016,9,24,7,1,12:18,12,2,2,0,2
2016/1/11,2016,1,11,2,0,15:11,15,1,6,1,2
2016/5/20,2016,5,20,6,1,15:04,15,2,6,1,1
2016/7/27,2016,7,27,4,0,17:59,17,1,7,2,0
2016/1/28,2016,1,28,5,0,19:19,19,0,5,1,2
2016/3/11,2016,3,11,6,1,12:01,12,2,7,2,2
2016/11/16,2016,11,16,4,0,19:08,19,1,2,1,0
2016/2/16,2016,2,16,3,0,18:01,18,1,2,2,2
2016/1/30,2016,1,30,7,1,14:38,14,1,4,2,1
2016/4/15,2016,4,15,6,1,19:24,19,2,3,0,0
2016/9/5,2016,9,5,2,0,17:43,17,2,4,1,1
2016/4/28,2016,4,28,5,0,18:55,18,2,6,0,1
2016/1/12,2016,1,12,3,0,19:16,19,0,4,0,1
2016/12/10,2016,12,10,7,1,16:11,16,0,6,1,0
2016/12/5,2016,12,5,2,0,21:07,21,0,7,2,0
2016/3/28,2016,3,28,2,0,21:22,21,2,3,2,1
2016/2/10,2016,2,10,4,0,11:26,11,0,7,2,0
2016/1/19,2016,1,19,3,0,19:19,19,2,4,1,0
2016/7/16,2016,7,16,7,1,14:33,14,0,6,2,1
2016/9/23,2016,9,23,6,1,21:57,21,2,4,2,2
2016/2/5,2016,2,5,6,1,20:02,20,0,3,1,1
2016/5/1,2016,5,1,1,0,21:27,21,2,5,0,1
2016/3/2,2016,3,2,4,0,11:10,11,1,4,1,2
2016/8/31,2016,8,31,4,0,12:37,12,2,3,2,0
2016/10/16,2016,10,16,1,0,20:55,20,2,5,2,2
2016/4/27,2016,4,27,4,0,13:18,13,1,3,1,1
2016/9/15,2016,9,15,5,0,17:31,17,0,5,2,2
2016/1/16,2016,1,16,7,1,11:47,11,0,5,2,2
2016/11/20,2016,11,20,1,0,16:59,16,0,3,0,1
2016/10/16,2016,10,16,1,0,14:28,14,2,3,0,1
2016/6/20,2016,6,20,2,0,14:29,14,1,2,1,0
2016/1/6,2016,1,6,4,0,17:14,17,2,7,2,2
2016/11/22,2016,11,22,3,0,19:34,19,0,3,2,2
2016/10/4,2016,10,4,3,0,19:45,19,0,6,2,0
2016/4/11,2016,4,11,2,0,12:02,12,1,5,1,1
2016/2/10,2016,2,10,4,0,19:25,19,2,2,2,2
2016/1/18,2016,1,18,2,0,11:43,11,1,6,0,0
2016/9/2,2016,9,2,6,1,14:37,14,2,7,0,2
2016/6/21,2016,6,21,3,0,17:31,17,2,7,1,0
2016/2/17,2016,2,17,4,0,11:33,11,0,4,0,1
2016/6/15,2016,6,15,4,0,16:21,16,0,2,1,2
2016/5/20,2016,5,20,6,1,14:04,14,2,6,2,0
2016/9/13,2016,9,13,3,0,11:47,11,2,7,1,0
2016/7/1,2016,7,1,6,1,19:17,19,2,3,0,0
2016/7/8,2016,7,8,6,1,18:06,18,1,2,1,2
2016/5/27,2016,5,27,6,1,21:52,21,1,4,1,0
2016/4/13,2016,4,13,4,0,21:18,21,2,2,0,1
2016/2/13,2016,2,13,7,1,14:54,14,1,2,2,0
2016/2/19,2016,2,19,6,1,13:16,13,1,7,0,0
2016/8/2,2016,8,2,3,0,12:34,12,1,7,1,1
2016/4/6,2016,4,6,4,0,21:21,21,1,7,2,0
2016/3/4,2016,3,4,6,1,21:34,21,0,7,1,1
2016/4/9,2016,4,9,7,1,17:57,17,0,4,0,2
2016/1/4,2016,1,4,2,0,18:55,18,2,4,2,2
2016/9/6,2016,9,6,3,0,12:41,12,2,4,2,1
2016/3/5,2016,3,5,7,1,13:45,13,2,7,1,2
2016/2/29,2016,2,29,2,0,11:21,11,1,7,1,0
2016/9/7,2016,9,7,4,0,20:07,20,2,2,0,1
2016/10/21,2016,10,21,6,1,19:00,19,2,6,0,2
2016/8/24,2016,8,24,4,0,14:57,14,1,5,0,0
2016/3/11,2016,3,11,6,1,21:12,21,1,7,1,2
2016/7/28,2016,7,28,5,0,12:11,12,0,5,0,1
2016/1/22,2016,1,22,6,1,21:06,21,0,4,2,0
2016/2/28,2016,2,28,1,0,17:15,17,0,3,2,0
2016/6/12,2016,6,12,1,0,12:58,12,0,2,0,2
2016/7/31,2016,7,31,1,0,14:10,14,0,3,0,0
2016/11/18,2016,11,18,6,1,20:58,20,2,7,2,0
2016/12/17,2016,12,17,7,1,20:19,20,0,2,0,0
2016/6/9,2016,6,9,5,0,15:48,15,0,6,2,1
2016/4/1,2016,4,1,6,1,18:39,18,2,2,1,1
2016/7/8,2016,7,8,6,1,18:25,18,1,3,0,0
2016/12/11,2016,12,11,1,0,17:32,17,1,4,1,2
2016/12/12,2016,12,12,2,0,21:58,21,0,6,1,1
2016/1/27,2016,1,27,4,0,14:55,14,1,3,1,0
2016/10/6,2016,10,6,5,0,14:19,14,0,2,0,1
2016/2/29,2016,2,29,2,0,21:13,21,2,4,0,0
2016/7/22,2016,7,22,6,1,11:39,11,2,7,0,0
2016/7/28,2016,7,28,5,0,21:32,21,2,2,2,1
2016/2/27,2016,2,27,7,1,15:43,15,1,3,1,1
2016/11/5,2016,11,5,7,1,16:25,16,2,3,0,0
2016/10/10,2016,10,10,2,0,14:55,14,0,4,0,0
2016/2/17,2016,2,17,4,0,20:21,20,1,7,0,0
2016/4/17,2016,4,17,1,0,17:59,17,0,2,0,0
2016/6/4,2016,6,4,7,1,16:34,16,1,6,2,0
2016/2/26,2016,2,26,6,1,18:10,18,1,6,1,1
2016/1/20,2016,1,20,4,0,12:01,12,0,4,1,2
2016/3/20,2016,3,20,1,0,17:41,17,0,6,2,2
2016/5/19,2016,5,19,5,0,18:21,18,1,7,1,0
2016/5/10,2016,5,10,3,0,18:25,18,1,3,0,1
2016/6/18,2016,6,18,7,1,16:28,16,0,3,2,2
2016/5/25,2016,5,25,4,0,12:11,12,0,3,1,1
2016/10/9,2016,10,9,1,0,17:55,17,0,5,1,2
2016/11/7,2016,11,7,2,0,12:23,12,2,7,0,1
2016/5/28,2016,5,28,7,1,17:14,17,2,5,1,1
2016/5/31,2016,5,31,3,0,12:57,12,2,2,0,1
2016/4/1,2016,4,1,6,1,11:02,11,0,3,2,0
2016/3/12,2016,3,12,7,1,15:56,15,2,7,0,0
2016/8/12,2016,8,12,6,1,14:56,14,1,2,1,0
2016/4/7,2016,4,7,5,0,14:57,14,1,7,0,0
2016/6/26,2016,6,26,1,0,17:50,17,2,3,2,0
2016/7/9,2016,7,9,7,1,19:54,19,2,3,2,2
2016/3/30,2016,3,30,4,0,14:26,14,0,6,0,1
2016/12/20,2016,12,20,3,0,20:28,20,1,6,1,2
2016/8/9,2016,8,9,3,0,21:40,21,1,5,0,0
2016/4/5,2016,4,5,3,0,21:22,21,1,7,1,0
2016/2/6,2016,2,6,7,1,15:21,15,1,4,2,2
2016/7/23,2016,7,23,7,1,13:49,13,0,6,0,0
2016/6/18,2016,6,18,7,1,11:49,11,2,2,2,0
2016/7/6,2016,7,6,4,0,17:39,17,2,2,2,2
2016/4/3,2016,4,3,1,0,21:54,21,0,3,0,1
2016/8/27,2016,8,27,7,1,12:06,12,2,2,1,1
2016/6/12,2016,6,12,1,0,13:27,13,1,3,0,1
2016/2/3,2016,2,3,4,0,20:04,20,1,2,1,1
2016/9/12,2016,9,12,2,0,18:12,18,0,3,2,2
2016/5/15,2016,5,15,1,0,21:11,21,1,3,1,1
2016/9/18,2016,9,18,1,0,11:55,11,0,7,1,2
2016/4/27,2016,4,27,4,0,20:44,20,1,2,2,2
2016/9/14,2016,9,14,4,0,16:36,16,0,4,1,1
2016/4/7,2016,4,7,5,0,14:37,14,1,2,1,0
2016/5/4,2016,5,4,4,0,12:26,12,0,5,0,2
2016/3/8,2016,3,8,3,0,14:20,14,2,4,2,0
2016/8/8,2016,8,8,2,0,15:05,15,2,2,2,2
2016/6/24,2016,6,24,6,1,18:36,18,1,4,1,2
2016/10/7,2016,10,7,6,1,20:00,20,2,5,1,1
2016/5/24,2016,5,24,3,0,20:51,20,0,2,1,0
2016/10/10,2016,10,10,2,0,19:52,19,0,5,1,2
2016/1/18,2016,1,18,2,0,13:08,13,2,6,0,1
2016/12/19,2016,12,19,2,0,15:35,15,2,5,1,1
2016/10/20,2016,10,20,5,0,12:19,12,2,5,0,2
2016/8/24,2016,8,24,4,0,18:47,18,2,4,2,2
2016/6/29,2016,6,29,4,0,19:45,19,0,3,2,1
2016/4/9,2016,4,9,7,1,13:18,13,0,3,2,1
2016/3/20,2016,3,20,1,0,13:56,13,0,2,1,0
2016/2/27,2016,2,27,7,1,11:58,11,2,7,2,1
2016/3/18,2016,3,18,6,1,14:48,14,2,5,1,2
2016/7/11,2016,7,11,2,0,15:22,15,1,4,1,1
2016/8/16,2016,8,16,3,0,15:44,15,2,7,1,1
2016/1/13,2016,1,13,4,0,20:38,20,0,7,0,2
2016/3/19,2016,3,19,7,1,19:44,19,1,2,1,0
2016/2/27,2016,2,27,7,1,20:33,20,1,3,0,2
2016/10/11,2016,10,11,3,0,15:22,15,1,6,1,2
2016/3/2,2016,3,2,4,0,19:36,19,1,3,0,1
2016/10/23,2016,10,23,1,0,17:40,17,2,2,0,2
2016/5/13,2016,5,13,6,1,12:40,12,2,3,1,1
2016/8/18,2016,8,18,5,0,21:11,21,2,5,1,1
2016/1/26,2016,1,26,3,0,14:04,14,2,7,2,0
2016/5/11,2016,5,11,4,0,16:45,16,1,6,2,1
2016/1/11,2016,1,11,2,0,21:43,21,0,3,1,0
2016/4/6,2016,4,6,4,0,18:18,18,2,4,0,0
2016/1/22,2016,1,22,6,1,16:31,16,2,6,1,2
2016/2/19,2016,2,19,6,1,15:09,15,0,4,2,2
2016/1/20,2016,1,20,4,0,20:30,20,0,4,0,0
2016/6/30,2016,6,30,5,0,13:24,13,0,2,2,1
2016/8/7,2016,8,7,1,0,17:35,17,0,5,2,1
2016/7/2,2016,7,2,7,1,11:55,11,2,3,1,1
2016/1/16,2016,1,16,7,1,21:34,21,2,3,2,1
2016/2/16,2016,2,16,3,0,16:07,16,2,2,1,2
2016/8/23,2016,8,23,3,0,19:25,19,1,4,2,2
2016/6/3,2016,6,3,6,1,12:13,12,1,3,0,2
2016/7/24,2016,7,24,1,0,13:39,13,0,4,1,2
2016/1/21,2016,1,21,5,0,19:52,19,0,3,1,2
2016/4/4,2016,4,4,2,0,19:01,19,2,4,0,1
2016/9/25,2016,9,25,1,0,16:06,16,0,4,0,0
2016/9/16,2016,9,16,6,1,15:33,15,2,7,0,1
2016/4/22,2016,4,22,6,1,19:51,19,2,5,0,2
2016/6/26,2016,6,26,1,0,14:38,14,1,4,2,1
2016/10/17,2016,10,17,2,0,15:24,15,0,4,2,1
2016/3/12,2016,3,12,7,1,13:39,13,0,4,0,2
2016/1/14,2016,1,14,5,0,20:37,20,0,4,1,1
2016/5/31,2016,5,31,3,0,19:44,19,1,2,0,1
2016/6/8,2016,6,8,4,0,13:23,13,0,3,1,1
2016/8/19,2016,8,19,6,1,21:37,21,2,2,0,0
2016/4/12,2016,4,12,3,0,18:09,18,0,4,0,2
2016/1/26,2016,1,26,3,0,20:30,20,0,7,1,1
2016/4/20,2016,4,20,4,0,11:41,11,1,3,2,1
2016/8/21,2016,8,21,1,0,16:18,16,2,7,1,2
2016/8/23,2016,8,23,3,0,13:56,13,1,2,0,1
2016/7/8,2016,7,8,6,1,13:30,13,0,6,0,2
2016/5/15,2016,5,15,1,0,15:54,15,0,2,1,2
2016/1/16,2016,1,16,7,1,14:11,14,2,4,0,0
2016/6/23,2016,6,23,5,0,12:24,12,0,5,2,2
2016/6/19,2016,6,19,1,0,17:27,17,2,2,0,2
2016/12/20,2016,12,20,3,0,12:12,12,1,4,0,2
2016/6/10,2016,6,10,6,1,11:34,11,2,4,2,0
2016/7/1,2016,7,1,6,1,13:44,13,1,6,1,2
2016/12/9,2016,12,9,6,1,19:09,19,0,4,2,1
2016/11/10,2016,11,10,5,0,12:29,12,0,5,2,0
2016/8/19,2016,8,19,6,1,12:49,12,0,2,1,0
2016/5/12,2016,5,12,5,0,12:23,12,2,3,2,1
2016/10/11,2016,10,11,3,0,17:17,17,2,5,2,2
2016/4/13,2016,4,13,4,0,20:37,20,0,3,0,2
2016/12/8,2016,12,8,5,0,16:32,16,1,5,1,0
2016/10/18,2016,10,18,3,0,11:55,11,0,7,2,0
2016/10/31,2016,10,31,2,0,14:53,14,1,2,1,1
2016/12/15,2016,12,15,5,0,17:51,17,1,6,2,2
2016/11/8,2016,11,8,3,0,11:18,11,2,5,1,0
2016/10/12,2016,10,12,4,0,21:33,21,2,5,0,2
2016/8/20,2016,8,20,7,1,11:27,11,0,2,0,2
2016/2/2,2016,2,2,3,0,12:39,12,0,3,2,2
2016/2/29,2016,2,29,2,0,11:26,11,0,2,1,0
2016/11/29,2016,11,29,3,0,17:45,17,2,3,1,1
2016/3/25,2016,3,25,6,1,19:30,19,2,2,0,1
2016/1/21,2016,1,21,5,0,12:47,12,2,2,1,0
2016/3/29,2016,3,29,3,0,13:16,13,0,2,2,2
2016/9/7,2016,9,7,4,0,15:53,15,0,3,0,1
2016/7/11,2016,7,11,2,0,13:25,13,2,3,2,2
2016/8/16,2016,8,16,3,0,11:19,11,1,7,2,0
2016/10/15,2016,10,15,7,1,17:00,17,1,7,2,0
2016/11/18,2016,11,18,6,1,11:43,11,2,5,2,0
2016/12/16,2016,12,16,6,1,12:21,12,1,5,0,1
2016/5/1,2016,5,1,1,0,17:48,17,0,3,2,1
2016/12/3,2016,12,3,7,1,14:40,14,0,7,2,0
2016/10/3,2016,10,3,2,0,17:42,17,0,4,1,0
2016/4/17,2016,4,17,1,0,17:41,17,1,6,1,0
2016/11/17,2016,11,17,5,0,19:02,19,1,7,0,1
2016/4/19,2016,4,19,3,0,20:15,20,0,4,2,2
2016/3/18,2016,3,18,6,1,13:20,13,2,6,1,0
2016/12/5,2016,12,5,2,0,17:19,17,1,3,0,1
2016/12/29,2016,12,29,5,0,20:32,20,1,2,1,1
2016/1/16,2016,1,16,7,1,13:49,13,2,4,0,1
2016/9/19,2016,9,19,2,0,12:14,12,1,2,0,1
2016/2/3,2016,2,3,4,0,12:59,12,0,2,2,2
2016/12/3,2016,12,3,7,1,11:48,11,1,2,0,1
2016/1/3,2016,1,3,1,0,16:36,16,1,5,1,0
2016/2/20,2016,2,20,7,1,13:00,13,2,2,2,1
2016/1/15,2016,1,15,6,1,16:06,16,0,5,0,1
2016/1/27,2016,1,27,4,0,17:43,17,0,7,0,0
2016/8/5,2016,8,5,6,1,15:42,15,0,5,0,1
2016/8/8,2016,8,8,2,0,16:22,16,2,5,0,0
2016/7/5,2016,7,5,3,0,20:35,20,0,7,2,0
2016/3/15,2016,3,15,3,0,15:12,15,2,4,2,2
2016/12/29,2016,12,29,5,0,16:28,16,0,3,1,1
2016/2/25,2016,2,25,5,0,11:07,11,2,6,0,0
2016/5/17,2016,5,17,3,0,14:02,14,0,3,2,1
2016/10/23,2016,10,23,1,0,13:13,13,2,5,1,0
2016/12/8,2016,12,8,5,0,15:56,15,0,5,0,2
2016/11/6,2016,11,6,1,0,13:22,13,0,4,2,0
2016/12/20,2016,12,20,3,0,12:15,12,2,4,1,2
2016/5/24,2016,5,24,3,0,11:17,11,2,5,0,2
2016/5/4,2016,5,4,4,0,13:53,13,0,2,1,2
2016/8/15,2016,8,15,2,0,12:45,12,0,3,1,2
2016/3/19,2016,3,19,7,1,21:35,21,2,6,0,1
2016/4/6,2016,4,6,4,0,16:51,16,1,6,0,1
2016/8/31,2016,8,31,4,0,19:37,19,1,7,1,2
2016/2/15,2016,2,15,2,0,21:55,21,1,5,0,0
2016/11/13,2016,11,13,1,0,13:35,13,1,4,1,0
2016/9/23,2016,9,23,6,1,21:40,21,1,6,1,0
2016/10/23,2016,10,23,1,0,21:45,21,1,3,1,2
2016/1/22,2016,1,22,6,1,15:12,15,1,6,2,2
2016/11/25,2016,11,25,6,1,19:19,19,0,3,1,1
2016/12/14,2016,12,14,4,0,20:02,20,1,4,0,2
2016/8/10,2016,8,10,4,0,19:36,19,1,2,0,0
2016/12/26,2016,12,26,2,0,17:55,17,0,4,1,1
2016/4/23,2016,4,23,7,1,20:32,20,1,2,0,0
2016/1/23,2016,1,23,7,1,16:25,16,2,3,2,2
2016/1/2,2016,1,2,7,1,21:51,21,0,5,1,1
2016/5/8,2016,5,8,1,0,14:28,14,1,7,1,2
2016/6/28,2016,6,28,3,0,11:53,11,0,3,1,2
2016/3/18,2016,3,18,6,1,14:47,14,1,3,1,2
2016/12/25,2016,12,25,1,0,19:10,19,2,2,2,0
2016/1/27,2016,1,27,4,0,17:56,17,2,4,1,2
2016/3/29,2016,3,29,3,0,15:12,15,0,7,1,1
2016/9/18,2016,9,18,1,0,19:28,19,2,7,1,0
2016/1/12,2016,1,12,3,0,13:00,13,1,4,2,0
2016/1/23,2016,1,23,7,1,13:48,13,2,6,1,1
2016/8/11,2016,8,11,5,0,14:25,14,1,7,2,1
2016/11/11,2016,11,11,6,1,12:22,12,2,5,2,0
2016/1/25,2016,1,25,2,0,19:18,19,2,3,2,1
2016/9/11,2016,9,11,1,0,19:23,19,2,7,1,2
2016/10/10,2016,10,10,2,0,13:32,13,1,2,0,0
2016/5/12,2016,5,12,5,0,14:04,14,1,5,2,2
2016/10/9,2016,10,9,1,0,15:46,15,1,4,1,0
2016/9/3,2016,9,3,7,1,12:01,12,1,2,0,1
2016/9/16,2016,9,16,6,1,15:39,15,1,7,1,2
2016/9/9,2016,9,9,6,1,12:17,12,0,3,1,1
2016/1/26,2016,1,26,3,0,15:56,15,2,2,2,2
2016/7/1,2016,7,1,6,1,11:29,11,1,3,0,2
2016/5/21,2016,5,21,7,1,11:55,11,0,5,0,0
2016/4/14,2016,4,14,5,0,12:51,12,2,4,0,2
2016/12/5,2016,12,5,2,0,14:19,14,1,4,2,2
2016/10/15,2016,10,15,7,1,14:36,14,0,5,0,0
2016/11/6,2016,11,6,1,0,14:07,14,0,2,0,0
2016/10/30,2016,10,30,1,0,13:07,13,0,6,2,2
2016/7/29,2016,7,29,6,1,19:40,19,1,6,2,2
2016/2/5,2016,2,5,6,1,18:28,18,2,6,2,2
2016/8/29,2016,8,29,2,0,21:52,21,0,3,2,1
2016/2/24,2016,2,24,4,0,12:39,12,2,5,2,1
2016/8/22,2016,8,22,2,0,18:02,18,2,6,1,0
2016/9/17,2016,9,17,7,1,14:37,14,1,4,2,2
2016/12/10,2016,12,10,7,1,14:35,14,2,3,2,0
2016/4/10,2016,4,10,1,0,13:11,13,2,3,1,1
2016/12/7,2016,12,7,4,0,19:00,19,0,7,1,2
2016/1/3,2016,1,3,1,0,14:04,14,0,5,0,1
2016/11/15,2016,11,15,3,0,17:49,17,0,7,2,0
2016/5/12,2016,5,12,5,0,21:23,21,0,5,0,0
2016/5/16,2016,5,16,2,0,18:33,18,1,2,0,1
2016/10/16,2016,10,16,1,0,18:31,18,0,2,0,2
2016/9/24,2016,9,24,7,1,11:21,11,0,3,0,0
2016/6/30,2016,6,30,5,0,17:43,17,0,4,2,2
2016/6/21,2016,6,21,3,0,12:51,12,2,4,0,0
